symbol	score	entrez
ARHGAP32	4.0	9743.0
AR	4.0	367.0
CADPS2	4.0	93664.0
EPPK1	4.0	83481.0
ELOVL2	4.0	54898.0
KIF5C	4.0	3800.0
MBD5	3.0	55777.0
MET	2.0	4233.0
NR2F1	4.0	7025.0
PCDH9	4.0	5101.0
SEMA5A	3.0	9037.0
SLC1A1	4.0	6505.0
TSPAN7	4.0	7102.0
WWOX	3.0	51741.0
